datasheet_id|line|description|cost|
000001649|2|1 model|120|
000001650|1|YOUR 1ST TO 3RD UNITS COST||
000001650|2|1 model| 75|
000001650|3|YOUR 4TH + UNIT COSTS||
000001650|4|1 model|85|
000001651|1|YOUR UNIT COSTS||
000001651|2|1 model|160|
000001651|3|WARGEAR OPTIONS||
000001651|4|per Ferrumite cannon|10|
000001658|1|YOUR 1ST UNIT COSTS||
000001658|2|1 model| 360|
000001658|3|YOUR 2ND + UNIT COSTS||
000001658|4|1 model| 390|
000001658|5|WARGEAR OPTIONS||
000001658|6|per Despoiler gatling cannon|25|
000001658|7|per Despoiler battle cannon| 10|
000001659|1|YOUR 1ST UNIT COSTS||
000001659|2|1 model|400|
000001659|3|YOUR 2ND + UNIT COSTS||
000001659|4|1 model|420|
000001660|1|YOUR 1ST TO 2ND UNITS COST||
000001660|2|1 model|355|
000001660|3|YOUR 3RD + UNIT COSTS||
000001660|4|1 model|370|
000001661|1|YOUR 1ST TO 2ND UNITS COST||
000001661|2|1 model| 355|
000001661|3|YOUR 3RD + UNIT COSTS||
000001661|4|1 model| 370|
000001662|1|YOUR 1ST UNIT COSTS||
000001662|2|1 model|785|
000001662|3|YOUR 2ND + UNIT COSTS||
000001662|4|1 model|860|
000001663|1|YOUR 1ST TO 2ND UNITS COST||
000001663|2|1 model|150|
000001663|3|YOUR 3RD + UNIT COSTS||
000001663|4|1 model|160|
000001664|1|YOUR 1ST UNIT COSTS||
000001664|2|1 model|785|
000001664|3|YOUR 2ND + UNIT COSTS||
000001664|4|1 model|860|
000001666|1|YOUR UNIT COSTS||
000001666|2|YOUR UNIT COSTS||
000001666|3|1 model|420|
000001666|4|1 model|420|
000001666|5|YOUR UNIT COSTS||
000001666|6|1 model|420|
000001667|1|YOUR 1ST TO 2ND UNITS COST||
000001667|2|YOUR 1ST TO 2ND UNITS COST||
000001667|3|1 model|160|
000001667|4|1 model|160|
000001667|5|YOUR 3RD + UNIT COSTS||
000001667|6|YOUR 3RD + UNIT COSTS||
000001667|7|1 model|170|
000001667|8|1 model|170|
000001667|9|YOUR 1ST TO 2ND UNITS COST||
000001667|10|1 model|160|
000001667|11|YOUR 3RD + UNIT COSTS||
000001667|12|1 model|170|
000001668|1|YOUR UNIT COSTS||
000001668|2|YOUR UNIT COSTS||
000001668|3|3 models|75|
000001668|4|3 models|75|
000001668|5|YOUR UNIT COSTS||
000001668|6|3 models|75|
000001680|1|YOUR 1ST UNIT COSTS||
000001680|2|1 model|580|
000001680|3|YOUR 2ND + UNIT COSTS||
000001680|4|1 model|610|
000001822|1|YOUR UNIT COSTS||
000001822|2|1 model|40|
000001825|1|YOUR 1ST TO 2ND UNITS COST||
000001825|2|YOUR 1ST TO 2ND UNITS COST||
000001825|3|1 model|150|
000001825|4|1 model|150|
000001825|5|YOUR 3RD + UNIT COSTS||
000001825|6|YOUR 3RD + UNIT COSTS||
000001825|7|1 model|160|
000001825|8|1 model|160|
000001825|9|YOUR 1ST TO 2ND UNITS COST||
000001825|10|1 model|150|
000001825|11|YOUR 3RD + UNIT COSTS||
000001825|12|1 model|160|
000001991|1|YOUR UNIT COSTS||
000001991|2|YOUR UNIT COSTS||
000001991|3|1 model|200|
000001991|4|1 model|200|
000001991|5|YOUR UNIT COSTS||
000001991|6|1 model|200|
000001994|1|YOUR UNIT COSTS||
000001994|2|1 model|160|
000001997|1|YOUR 1ST TO 2ND UNITS COST||
000001997|2|5 models|85|
000001997|3|10 models|160|
000001997|4|YOUR 3RD + UNIT COSTS||
000001997|5|5 models|95|
000001997|6|10 models|170|
000002063|1|YOUR UNIT COSTS||
000002063|2|1 model|245|
000002064|1|YOUR UNIT COSTS||
000002064|2|1 model| 105|
000002066|1|YOUR 1ST TO 2ND UNITS COST||
000002066|2|5 models| 75|
000002066|3|10 models| 150|
000002066|4|YOUR 3RD + UNIT COSTS||
000002066|5|5 models|85|
000002066|6|10 models|160|
000002067|1|YOUR UNIT COSTS||
000002067|2|1 model|70|
000002067|3|2 models|130|
000002068|1|YOUR UNIT COSTS||
000002068|2|1 model|170|
000002076|1|YOUR UNIT COSTS||
000002076|2|YOUR UNIT COSTS||
000002076|3|1 model|55|
000002076|4|1 model|55|
000002076|5|2 models|110|
000002076|6|2 models|110|
000002076|7|3 models|165|
000002076|8|3 models|165|
000002076|9|YOUR UNIT COSTS||
000002076|10|1 model|55|
000002076|11|2 models|110|
000002076|12|3 models|165|
000002077|1|YOUR UNIT COSTS||
000002077|2|1 model|2600|
000002081|1|YOUR UNIT COSTS||
000002081|2|3 models|55|
000002081|3|6 models| 100|
000002082|1|YOUR UNIT COSTS||
000002082|2|3 models|60|
000002082|3|6 models| 110|
000002083|1|YOUR 1ST TO 2ND UNITS COST||
000002083|2|5 models| 75|
000002083|3|10 models| 150|
000002083|4|YOUR 3RD + UNIT COSTS||
000002083|5|5 models| 85|
000002083|6|10 models| 160|
000002084|1|YOUR 1ST TO 2ND UNITS COST||
000002084|2|5 models| 75|
000002084|3|10 models|150|
000002084|4|YOUR 3RD + UNIT COSTS||
000002084|5|5 models| 85|
000002084|6|10 models|160|
000002085|1|YOUR UNIT COSTS||
000002085|2|1 model|145|
000002086|1|YOUR UNIT COSTS||
000002086|2|1 model|185|
000002087|1|YOUR UNIT COSTS||
000002087|2|1 model|160|
000002088|1|YOUR UNIT COSTS||
000002088|2|1 model| 55|
000002090|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000002090|2|YOUR UNIT COSTS||
000002090|3|1 model|75|
000002090|4|<div class="dsHeaderAoI">Assigned Agent</div>||
000002090|5|YOUR UNIT COSTS||
000002090|6|1 model|110|
000002092|1|YOUR UNIT COSTS||
000002092|2|1 model|175|
000002098|1|YOUR UNIT COSTS||
000002098|2|YOUR UNIT COSTS||
000002098|3|5 models|110|
000002098|4|5 models|110|
000002098|5|10 models|220|
000002098|6|10 models|220|
000002098|7|YOUR UNIT COSTS||
000002098|8|5 models|110|
000002098|9|10 models|220|
000002099|1|YOUR 1ST TO 2ND UNITS COST||
000002099|2|YOUR 1ST TO 2ND UNITS COST||
000002099|3|3 models| 80|
000002099|4|3 models| 80|
000002099|5|6 models| 165|
000002099|6|6 models| 165|
000002099|7|YOUR 3RD + UNIT COSTS||
000002099|8|YOUR 3RD + UNIT COSTS||
000002099|9|3 models| 90|
000002099|10|3 models| 90|
000002099|11|6 models| 175|
000002099|12|6 models| 175|
000002099|13|YOUR 1ST TO 2ND UNITS COST||
000002099|14|3 models| 80|
000002099|15|6 models| 165|
000002099|16|YOUR 3RD + UNIT COSTS||
000002099|17|3 models| 90|
000002099|18|6 models| 175|
000002100|1|YOUR UNIT COSTS||
000002100|2|1 model|80|
000002102|1|YOUR UNIT COSTS||
000002102|2|YOUR UNIT COSTS||
000002102|3|1 model|100|
000002102|4|1 model|100|
000002102|5|YOUR UNIT COSTS||
000002102|6|1 model|100|
000002103|1|YOUR UNIT COSTS||
000002103|2|YOUR UNIT COSTS||
000002103|3|5 models|165|
000002103|4|5 models|165|
000002103|5|YOUR UNIT COSTS||
000002103|6|5 models|165|
000002105|1|YOUR UNIT COSTS||
000002105|2|1 model|100|
000002108|1|YOUR UNIT COSTS||
000002108|2|1 model| 60|
000002109|1|YOUR 1ST TO 2ND UNITS COST||
000002109|2|1 model| 95|
000002109|3|YOUR 3RD + UNIT COSTS||
000002109|4|1 model| 105|
000002110|1|YOUR 1ST TO 2ND UNITS COST||
000002110|2|3 models|85|
000002110|3|6 models|170|
000002110|4|YOUR 3RD + UNIT COSTS||
000002110|5|3 models|95|
000002110|6|6 models|180|
000002111|1|YOUR UNIT COSTS||
000002111|2|2 models|60|
000002112|1|YOUR UNIT COSTS||
000002112|2|1 model| 75|
000002114|1|YOUR UNIT COSTS||
000002114|2|3 models|40|
000002114|3|6 models|80|
000002115|1|YOUR UNIT COSTS||
000002115|2|1 model|140|
000002116|1|YOUR 1ST TO 2ND UNITS COST||
000002116|2|1 model|50|
000002116|3|2 models|100|
000002116|4|3 models| 165|
000002116|5|YOUR 3RD + UNIT COSTS||
000002116|6|1 model|60|
000002116|7|2 models|110|
000002116|8|3 models| 175|
000002173|1|YOUR 1ST TO 2ND UNITS COST||
000002173|2|YOUR 1ST TO 2ND UNITS COST||
000002173|3|1 model| 260|
000002173|4|1 model| 260|
000002173|5|YOUR 3RD + UNIT COSTS||
000002173|6|YOUR 3RD + UNIT COSTS||
000002173|7|1 model| 280|
000002173|8|1 model| 280|
000002173|9|YOUR 1ST TO 2ND UNITS COST||
000002173|10|1 model| 260|
000002173|11|YOUR 3RD + UNIT COSTS||
000002173|12|1 model| 280|
000002202|1|YOUR UNIT COSTS||
000002202|2|YOUR UNIT COSTS||
000002202|3|5 models|120|
000002202|4|5 models|120|
000002202|5|10 models|200|
000002202|6|10 models|200|
000002202|7|YOUR UNIT COSTS||
000002202|8|5 models|120|
000002202|9|10 models|200|
000002234|1|YOUR UNIT COSTS||
000002234|2|YOUR UNIT COSTS||
000002234|3|1 model|55|
000002234|4|1 model|55|
000002234|5|YOUR UNIT COSTS||
000002234|6|1 model|55|
000002252|1|YOUR UNIT COSTS||
000002252|2|YOUR UNIT COSTS||
000002252|3|1 model|300|
000002252|4|1 model|300|
000002252|5|YOUR UNIT COSTS||
000002252|6|1 model|300|
000002255|1|YOUR UNIT COSTS||
000002255|2|YOUR UNIT COSTS||
000002255|3|5 models|100|
000002255|4|5 models|100|
000002255|5|10 models|200|
000002255|6|10 models|200|
000002255|7|YOUR UNIT COSTS||
000002255|8|5 models|100|
000002255|9|10 models|200|
000002258|1|YOUR UNIT COSTS||
000002258|2|YOUR UNIT COSTS||
000002258|3|1 model|140|
000002258|4|1 model|140|
000002258|5|YOUR UNIT COSTS||
000002258|6|1 model|140|
000002266|1|YOUR 1ST TO 2ND UNITS COST||
000002266|2|YOUR 1ST TO 2ND UNITS COST||
000002266|3|1 model|70|
000002266|4|1 model|70|
000002266|5|YOUR 3RD + UNIT COSTS||
000002266|6|YOUR 3RD + UNIT COSTS||
000002266|7|1 model|80|
000002266|8|1 model|80|
000002266|9|YOUR 1ST TO 2ND UNITS COST||
000002266|10|1 model|70|
000002266|11|YOUR 3RD + UNIT COSTS||
000002266|12|1 model|80|
000002267|1|YOUR UNIT COSTS||
000002267|2|YOUR UNIT COSTS||
000002267|3|1 model|95|
000002267|4|1 model|95|
000002267|5|YOUR UNIT COSTS||
000002267|6|1 model|95|
000002268|1|YOUR UNIT COSTS||
000002268|2|YOUR UNIT COSTS||
000002268|3|1 model|115|
000002268|4|1 model|115|
000002268|5|YOUR UNIT COSTS||
000002268|6|1 model|115|
000002269|1|YOUR UNIT COSTS||
000002269|2|YOUR UNIT COSTS||
000002269|3|1 model|160|
000002269|4|1 model|160|
000002269|5|YOUR UNIT COSTS||
000002269|6|1 model|160|
000002270|1|YOUR 1ST UNIT COSTS||
000002270|2|YOUR 1ST UNIT COSTS||
000002270|3|5 models|180|
000002270|4|5 models|180|
000002270|5|YOUR 2ND + UNIT COSTS||
000002270|6|YOUR 2ND + UNIT COSTS||
000002270|7|5 models|210|
000002270|8|5 models|210|
000002270|9|YOUR 1ST UNIT COSTS||
000002270|10|5 models|180|
000002270|11|YOUR 2ND + UNIT COSTS||
000002270|12|5 models|210|
000002285|1|YOUR 1ST TO 2ND UNITS COST||
000002285|2|5 models|80|
000002285|3|10 models|155|
000002285|4|YOUR 3RD + UNIT COSTS||
000002285|5|5 models|90|
000002285|6|10 models|165|
000002291|1|YOUR UNIT COSTS||
000002291|2|1 model| 105|
000002296|1|YOUR UNIT COSTS||
000002296|2|1 model|70|
000002302|1|YOUR UNIT COSTS||
000002302|2|5 models|200|
000002302|3|10 models|400|
000002350|1|YOUR UNIT COSTS||
000002350|2|1 model|50|
000002351|1|YOUR UNIT COSTS||
000002351|2|1 model| 80|
000002352|1|YOUR 1ST UNIT COSTS||
000002352|2|1 model|80|
000002352|3|YOUR 2ND + UNIT COSTS||
000002352|4|1 model|90|
000002353|1|YOUR UNIT COSTS||
000002353|2|1 model|55|
000002354|1|YOUR 1ST UNIT COSTS||
000002354|2|1 model| 70|
000002354|3|YOUR 2ND + UNIT COSTS||
000002354|4|1 model| 80|
000002355|1|YOUR UNIT COSTS||
000002355|2|1 model|75|
000002357|1|YOUR UNIT COSTS||
000002357|2|1 model|345|
000002358|1|YOUR 1ST TO 2ND UNITS COST||
000002358|2|3 models|80|
000002358|3|6 models| 150|
000002358|4|YOUR 3RD + UNIT COSTS||
000002358|5|3 models|90|
000002358|6|6 models| 160|
000002359|1|YOUR 1ST TO 2ND UNITS COST||
000002359|2|1 model|40|
000002359|3|2 models|55|
000002359|4|3 models|80|
000002359|5|6 models| 175|
000002359|6|YOUR 3RD + UNIT COSTS||
000002359|7|1 model| 70|
000002359|8|2 models| 85|
000002359|9|3 models| 110|
000002359|10|6 models| 205|
000002360|1|YOUR UNIT COSTS||
000002360|2|3 models| 420|
000002361|1|YOUR UNIT COSTS||
000002361|2|1 model|60|
000002361|3|2 models|120|
000002361|4|3 models|180|
000002362|1|YOUR UNIT COSTS||
000002362|2|1 model|180|
000002374|1|YOUR UNIT COSTS||
000002374|2|10 models|110|
000002375|1|YOUR UNIT COSTS||
000002375|2|5 models|45|
000002377|1|YOUR UNIT COSTS||
000002377|2|3 models|65|
000002378|1|YOUR UNIT COSTS||
000002378|2|1 model|35|
000002379|1|YOUR UNIT COSTS||
000002379|2|1 model|90|
000002459|1|YOUR UNIT COSTS||
000002459|2|2 models|105|
000002460|1|YOUR UNIT COSTS||
000002460|2|1 model|100|
000002461|1|YOUR 1ST TO 2ND UNITS COST||
000002461|2|1 model|145|
000002461|3|YOUR 3RD + UNIT COSTS||
000002461|4|1 model|155|
000002462|1|YOUR UNIT COSTS||
000002462|2|1 model|105|
000002468|1|YOUR UNIT COSTS||
000002468|2|1 model|80|
000002471|1|YOUR UNIT COSTS||
000002471|2|4 models|95|
000002472|1|YOUR UNIT COSTS||
000002472|2|1 model|50|
000002473|1|YOUR UNIT COSTS||
000002473|2|1 model|80|
000002477|1|YOUR UNIT COSTS||
000002477|2|1 model|45|
000002478|1|YOUR UNIT COSTS||
000002478|2|1 model|35|
000002479|1|YOUR UNIT COSTS||
000002479|2|1 model| 200|
000002480|1|YOUR UNIT COSTS||
000002480|2|2 models|80|
000002481|1|YOUR 1ST TO 2ND UNITS COST||
000002481|2|5 models|75|
000002481|3|10 models|150|
000002481|4|YOUR 3RD + UNIT COSTS||
000002481|5|5 models|85|
000002481|6|10 models|160|
000002482|1|YOUR UNIT COSTS||
000002482|2|1 model|45|
000002483|1|YOUR 1ST TO 2ND UNITS COST||
000002483|2|3 models|180|
000002483|3|YOUR 3RD + UNIT COSTS||
000002483|4|3 models|190|
000002483|5|WARGEAR OPTIONS||
000002483|6|per Multi-melta|10|
000002484|1|YOUR 1ST TO 2ND UNITS COST||
000002484|2|1 model|165|
000002484|3|YOUR 3RD + UNIT COSTS||
000002484|4|1 model|175|
000002485|1|YOUR UNIT COSTS||
000002485|2|6 models|95|
000002488|1|YOUR UNIT COSTS||
000002488|2|1 model|50|
000002489|1|YOUR UNIT COSTS||
000002489|2|1 model|85|
000002490|1|YOUR 1ST TO 2ND UNITS COST||
000002490|2|1 model|140|
000002490|3|YOUR 3RD + UNIT COSTS||
000002490|4|1 model|155|
000002491|1|YOUR 1ST TO 2ND UNITS COST||
000002491|2|1 model|60|
000002491|3|YOUR 3RD + UNIT COSTS||
000002491|4|1 model|70|
000002493|1|YOUR UNIT COSTS||
000002493|2|1 model|170|
000002494|1|YOUR 1ST TO 3RD UNITS COST||
000002494|2|10 models|85|
000002494|3|20 models|170|
000002494|4|YOUR 4TH + UNIT COSTS||
000002494|5|10 models|95|
000002494|6|20 models|180|
000002496|1|YOUR 1ST TO 2ND UNITS COST||
000002496|2|4 models|140|
000002496|3|8 models|280|
000002496|4|YOUR 3RD + UNIT COSTS||
000002496|5|4 models|160|
000002496|6|8 models|300|
000002497|1|YOUR 1ST TO 2ND UNITS COST||
000002497|2|1 model|175|
000002497|3|YOUR 3RD + UNIT COSTS||
000002497|4|1 model|185|
000002498|1|YOUR 1ST TO 2ND UNITS COST||
000002498|2|1 model|165|
000002498|3|YOUR 3RD + UNIT COSTS||
000002498|4|1 model|175|
000002499|1|YOUR UNIT COSTS||
000002499|2|1 model|135|
000002500|1|YOUR UNIT COSTS||
000002500|2|1 model| 100|
000002501|1|YOUR 1ST TO 2ND UNITS COST||
000002501|2|1 model| 140|
000002501|3|YOUR 3RD + UNIT COSTS||
000002501|4|1 model| 150|
000002507|1|YOUR UNIT COSTS||
000002507|2|10 models| 90|
000002509|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000002509|2|YOUR UNIT COSTS||
000002509|3|6 models|50|
000002509|4|<div class="dsHeaderAoI">Assigned Agent</div>||
000002509|5|YOUR UNIT COSTS||
000002509|6|6 models|70|
000002518|1|YOUR 1ST UNIT COSTS||
000002518|2|1 model|110|
000002518|3|YOUR 2ND + UNIT COSTS||
000002518|4|1 model|125|
000002519|1|YOUR UNIT COSTS||
000002519|2|1 model|110|
000002520|1|YOUR UNIT COSTS||
000002520|2|1 model|55|
000002521|1|YOUR UNIT COSTS||
000002521|2|4 models|45|
000002521|3|5 models|50|
000002521|4|9 models|75|
000002521|5|10 models|85|
000002522|1|YOUR UNIT COSTS||
000002522|2|4 models|50|
000002522|3|5 models|55|
000002522|4|9 models|90|
000002522|5|10 models|100|
000002523|1|YOUR UNIT COSTS||
000002523|2|4 models|50|
000002523|3|5 models|55|
000002523|4|9 models|90|
000002523|5|10 models|100|
000002524|1|YOUR 1ST TO 3RD UNITS COST||
000002524|2|1 model| 65|
000002524|3|YOUR 4TH + UNIT COSTS||
000002524|4|1 model|75|
000002525|1|YOUR 1ST TO 2ND UNITS COST||
000002525|2|1 model|70|
000002525|3|YOUR 3RD + UNIT COSTS||
000002525|4|1 model|80|
000002528|1|YOUR UNIT COSTS||
000002528|2|1 model|185|
000002529|1|YOUR UNIT COSTS||
000002529|2|1 model|70|
000002530|1|YOUR UNIT COSTS||
000002530|2|YOUR UNIT COSTS||
000002530|3|1 model|45|
000002530|4|1 model|45|
000002530|5|YOUR UNIT COSTS||
000002530|6|1 model|45|
000002531|1|YOUR UNIT COSTS||
000002531|2|5 models|65|
000002531|3|10 models|110|
000002532|1|YOUR UNIT COSTS||
000002532|2|5 models| 70|
000002532|3|10 models| 140|
000002533|1|YOUR UNIT COSTS||
000002533|2|3 models| 90|
000002533|3|6 models|175|
000002534|1|YOUR UNIT COSTS||
000002534|2|1 model|75|
000002535|1|YOUR UNIT COSTS||
000002535|2|1 model| 50|
000002536|1|YOUR UNIT COSTS||
000002536|2|5 models|85|
000002536|3|6 models|100|
000002536|4|11 models|190|
000002536|5|12 models|205|
000002537|1|YOUR UNIT COSTS||
000002537|2|1 model| 70|
000002538|1|YOUR UNIT COSTS||
000002538|2|1 model|115|
000002539|1|YOUR UNIT COSTS||
000002539|2|2 models| 95|
000002539|3|4 models| 190|
000002540|1|YOUR UNIT COSTS||
000002540|2|1 model|115|
000002541|1|YOUR 1ST TO 3RD UNITS COST||
000002541|2|1 model| 70|
000002541|3|YOUR 4TH + UNIT COSTS||
000002541|4|1 model|80|
000002542|1|YOUR UNIT COSTS||
000002542|2|1 model|100|
000002543|1|YOUR UNIT COSTS||
000002543|2|1 model| 80|
000002544|1|YOUR UNIT COSTS||
000002544|2|1 model|245|
000002562|1|YOUR UNIT COSTS||
000002562|2|1 model|130|
000002563|1|YOUR UNIT COSTS||
000002563|2|1 model| 135|
000002564|1|YOUR UNIT COSTS||
000002564|2|1 model| 145|
000002565|1|YOUR UNIT COSTS||
000002565|2|1 model| 135|
000002566|1|YOUR UNIT COSTS||
000002566|2|1 model| 135|
000002567|1|YOUR 1ST TO 2ND UNITS COST||
000002567|2|1 model|355|
000002567|3|YOUR 3RD + UNIT COSTS||
000002567|4|1 model|370|
000002568|1|YOUR 1ST TO 3RD UNITS COST||
000002568|2|YOUR 1ST TO 3RD UNITS COST||
000002568|3|1 model|70|
000002568|4|1 model|70|
000002568|5|YOUR 4TH + UNIT COSTS||
000002568|6|YOUR 4TH + UNIT COSTS||
000002568|7|1 model|80|
000002568|8|1 model|80|
000002568|9|YOUR 1ST TO 3RD UNITS COST||
000002568|10|1 model|70|
000002568|11|YOUR 4TH + UNIT COSTS||
000002568|12|1 model|80|
000002569|1|YOUR 1ST TO 2ND UNITS COST||
000002569|2|5 models|90|
000002569|3|YOUR 3RD + UNIT COSTS||
000002569|4|5 models|100|
000002570|1|YOUR UNIT COSTS||
000002570|2|5 models|90|
000002570|3|10 models|170|
000002571|1|YOUR 1ST TO 2ND UNITS COST||
000002571|2|8 models|90|
000002571|3|16 models|195|
000002571|4|YOUR 3RD + UNIT COSTS||
000002571|5|8 models|110|
000002571|6|16 models|215|
000002572|1|YOUR 1ST TO 2ND UNITS COST||
000002572|2|1 model| 145|
000002572|3|YOUR 3RD + UNIT COSTS||
000002572|4|1 model| 155|
000002582|1|YOUR 1ST TO 2ND UNITS COST||
000002582|2|1 model|320|
000002582|3|YOUR 3RD + UNIT COSTS||
000002582|4|1 model|335|
000002583|1|YOUR UNIT COSTS||
000002583|2|10 models|125|
000002584|1|YOUR UNIT COSTS||
000002584|2|10 models|150|
000002587|1|YOUR UNIT COSTS||
000002587|2|10 models|90|
000002588|1|YOUR 1ST TO 2ND UNITS COST||
000002588|2|12 models|75|
000002588|3|YOUR 3RD + UNIT COSTS||
000002588|4|12 models|85|
000002589|1|YOUR UNIT COSTS||
000002589|2|2 models|70|
000002590|1|YOUR UNIT COSTS||
000002590|2|10 models|70|
000002591|1|YOUR UNIT COSTS||
000002591|2|16 models|85|
000002592|1|YOUR UNIT COSTS||
000002592|2|7 models|125|
000002593|1|YOUR UNIT COSTS||
000002593|2|1 model|90|
000002594|1|YOUR UNIT COSTS||
000002594|2|1 model|65|
000002595|1|YOUR UNIT COSTS||
000002595|2|1 model|65|
000002596|1|YOUR UNIT COSTS||
000002596|2|3 models|65|
000002597|1|YOUR UNIT COSTS||
000002597|2|5 models| 70|
000002598|1|YOUR UNIT COSTS||
000002598|2|10 models| 90|
000002599|1|YOUR 1ST TO 2ND UNITS COST||
000002599|2|5 models|130|
000002599|3|10 models|270|
000002599|4|YOUR 3RD + UNIT COSTS||
000002599|5|5 models|140|
000002599|6|10 models|280|
000002600|1|YOUR UNIT COSTS||
000002600|2|5 models| 95|
000002600|3|10 models| 190|
000002601|1|YOUR 1ST TO 2ND UNITS COST||
000002601|2|3 models|80|
000002601|3|6 models|160|
000002601|4|YOUR 3RD + UNIT COSTS||
000002601|5|3 models|90|
000002601|6|6 models|170|
000002602|1|YOUR 1ST TO 3RD UNITS COST||
000002602|2|1 model|85|
000002602|3|YOUR 4TH + UNIT COSTS||
000002602|4|1 model|95|
000002603|1|YOUR 1ST TO 2ND UNITS COST||
000002603|2|3 models|80|
000002603|3|6 models| 170|
000002603|4|YOUR 3RD + UNIT COSTS||
000002603|5|3 models|90|
000002603|6|6 models| 180|
000002604|1|YOUR 1ST UNIT COSTS||
000002604|2|1 model|250|
000002604|3|YOUR 2ND + UNIT COSTS||
000002604|4|1 model|265|
000002605|1|YOUR UNIT COSTS||
000002605|2|1 model|130|
000002606|1|YOUR UNIT COSTS||
000002606|2|1 model|85|
000002607|1|YOUR UNIT COSTS||
000002607|2|1 model|55|
000002609|1|YOUR UNIT COSTS||
000002609|2|5 models| 60|
000002610|1|YOUR UNIT COSTS||
000002610|2|3 models|40|
000002612|1|YOUR UNIT COSTS||
000002612|2|10 models| 70|
000002612|3|20 models|145|
000002613|1|YOUR UNIT COSTS||
000002613|2|10 models| 70|
000002613|3|20 models| 135|
000002614|1|YOUR UNIT COSTS||
000002614|2|10 models| 70|
000002614|3|20 models| 135|
000002615|1|YOUR 1ST TO 2ND UNITS COST||
000002615|2|10 models| 105|
000002615|3|YOUR 3RD + UNIT COSTS||
000002615|4|10 models| 120|
000002616|1|YOUR 1ST TO 2ND UNITS COST||
000002616|2|5 models|60|
000002616|3|10 models|120|
000002616|4|YOUR 3RD + UNIT COSTS||
000002616|5|5 models|65|
000002616|6|10 models|125|
000002617|1|YOUR 1ST UNIT COSTS||
000002617|2|1 model|260|
000002617|3|YOUR 2ND + UNIT COSTS||
000002617|4|1 model|275|
000002619|1|YOUR UNIT COSTS||
000002619|2|1 model|145|
000002621|1|YOUR UNIT COSTS||
000002621|2|1 model| 330|
000002622|1|YOUR UNIT COSTS||
000002622|2|1 model|115|
000002623|1|YOUR UNIT COSTS||
000002623|2|1 model| 100|
000002624|1|YOUR UNIT COSTS||
000002624|2|1 model|200|
000002625|1|YOUR UNIT COSTS||
000002625|2|1 model| 95|
000002626|1|YOUR UNIT COSTS||
000002626|2|1 model|60|
000002627|1|YOUR UNIT COSTS||
000002627|2|10 models| 160|
000002627|3|20 models| 320|
000002628|1|YOUR UNIT COSTS||
000002628|2|10 models|65|
000002628|3|20 models|130|
000002629|1|YOUR 1ST TO 2ND UNITS COST||
000002629|2|5 models| 165|
000002629|3|10 models| 330|
000002629|4|YOUR 3RD + UNIT COSTS||
000002629|5|5 models| 175|
000002629|6|10 models| 340|
000002630|1|YOUR 1ST TO 2ND UNITS COST||
000002630|2|3 models| 125|
000002630|3|6 models| 255|
000002630|4|YOUR 3RD + UNIT COSTS||
000002630|5|3 models| 140|
000002630|6|6 models| 270|
000002631|1|YOUR 1ST TO 2ND UNITS COST||
000002631|2|3 models| 130|
000002631|3|6 models| 265|
000002631|4|YOUR 3RD + UNIT COSTS||
000002631|5|3 models| 145|
000002631|6|6 models| 280|
000002632|1|YOUR UNIT COSTS||
000002632|2|1 model|120|
000002633|1|YOUR UNIT COSTS||
000002633|2|2 models|95|
000002634|1|YOUR 1ST TO 2ND UNITS COST||
000002634|2|1 model|220|
000002634|3|YOUR 3RD + UNIT COSTS||
000002634|4|1 model|240|
000002636|1|YOUR 1ST TO 2ND UNITS COST||
000002636|2|1 model| 130|
000002636|3|YOUR 3RD + UNIT COSTS||
000002636|4|1 model| 140|
000002637|1|YOUR 1ST TO 2ND UNITS COST||
000002637|2|1 model| 130|
000002637|3|YOUR 3RD + UNIT COSTS||
000002637|4|1 model| 140|
000002638|1|YOUR 1ST TO 2ND UNITS COST||
000002638|2|1 model| 140|
000002638|3|YOUR 3RD + UNIT COSTS||
000002638|4|1 model| 155|
000002638|5|WARGEAR OPTIONS||
000002638|6|per Ectoplasma cannon|5|
000002639|1|YOUR 1ST TO 2ND UNITS COST||
000002639|2|1 model| 140|
000002639|3|YOUR 3RD + UNIT COSTS||
000002639|4|1 model| 150|
000002640|1|YOUR 1ST TO 3RD UNITS COST||
000002640|2|1 model| 75|
000002640|3|YOUR 4TH + UNIT COSTS||
000002640|4|1 model|85|
000002641|1|YOUR UNIT COSTS||
000002641|2|1 model|175|
000002642|1|YOUR 1ST UNIT COSTS||
000002642|2|1 model|505|
000002642|3|YOUR 2ND + UNIT COSTS||
000002642|4|1 model|535|
000002677|1|YOUR UNIT COSTS||
000002677|2|YOUR UNIT COSTS||
000002677|3|1 model|65|
000002677|4|1 model|65|
000002677|5|YOUR UNIT COSTS||
000002677|6|1 model|65|
000002678|1|YOUR UNIT COSTS||
000002678|2|1 model|80|
000002679|1|YOUR UNIT COSTS||
000002679|2|1 model| 220|
000002682|1|YOUR UNIT COSTS||
000002682|2|1 model| 265|
000002683|1|YOUR UNIT COSTS||
000002683|2|11 models|85|
000002684|1|<div class="dsHeaderAoI">AGENTS OF THE IMPERIUM Detachment</div>||
000002684|2|YOUR UNIT COSTS||
000002684|3|11 models|85|
