id|name|legend|faction_id|description|
000009853|Deathwatch||SM|<ul><li>Your army can include Adeptus Astartes Deathwatch units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.</li><li>With the exception of Kill Team Cassius (see <i>Legends: Agents of the Imperium</i>), your army cannot include any Agents of the Imperium Deathwatch units.</li><li>Your army cannot include any of the following units: Assault Squad; Assault Squad with Jump Packs; Attack Bike Squad; Devastator Squad; Land Speeder Storm; Relic Terminator Squad; Scout Bike Squad; Scout Squad; Scout Sniper Squad; Tactical Squad; Terminator Assault Squad; Terminator Squad.</li></ul>|
000009894|Battle Focus|In war, as in all things, the Aeldari bring the full might of their intellect, skill and agility to bear upon the task. Coupled with their exceptional technology, this ensures they move with swiftness and grace that is impossible for the foe to match.|AE|<div class="Columns2"><div class="BreakInsideAvoid">If your Army Faction is Asuryani, at the start of the battle round, you receive a number of Battle Focus tokens based on the battle size, as shown in the table below.<br><br><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(22,105,114);color:rgb(255,255,255);text-align:left;vertical-align:middle;font-size:22px;width:240px;height:0px;"><b>BATTLE SIZE</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(22,105,114);color:rgb(255,255,255);text-align:center;vertical-align:middle;font-size:22px;width:240px;height:0px;"><b>BATTLE FOCUS TOKENS</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none none none;text-align:left;vertical-align:middle;font-size:18px;width:240px;height:0px;">Incursion</td><td style="border-width:1px 1px 1px 1px;border-style:none none none none;text-align:center;vertical-align:middle;font-size:18px;width:240px;height:0px;"><b>2</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:dotted none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:240px;height:0px;">Strike Force</td><td style="border-width:1px 1px 1px 1px;border-style:dotted none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:240px;height:0px;"><b>4</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:240px;height:0px;">Onslaught</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:240px;height:0px;"><b>6</b></td></tr></tbody></table></td></tr></tbody></table></div><br></div>Each time one of the triggers shown in the Agile Manoeuvres section below occurs, you can spend one Battle Focus token to enable the relevant eligible unit to perform that Agile Manoeuvre. A unit is eligible to perform an Agile Manoeuvre if it has this ability and has not already performed an Agile Manoeuvre in the same phase. Unless otherwise stated, you cannot trigger the same Agile Manoeuvre more than once per phase. At the end of the battle round, all unspent Battle Focus tokens are lost.</div><br><div style="text-align:center; font-family: 'ConduitITC', arial; font-size: 2em;">AGILE MANOEUVRES</div><div class="Columns2"><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">SWIFT AS THE WIND</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span></span></b>, <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span></span></b> or <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>. You can trigger this Agile Manoeuvre more than once per phase (provided a different unit performs it each time).<br><br><span class="aeText">EFFECT:</span> Until the end of the phase, add 2" to the Move characteristic of models in that unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">FLITTING SHADOWS</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeCharge"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span></span></b>, <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span></span></b> or <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>, is set up on the battlefield, or <b><a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">declares a charge</a></b>.<br><br><span class="aeText">EFFECT:</span> Until the end of the turn, enemy units cannot use the <b><span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Fire</span> <span class="tt kwbu">Overwatch</span></span></b> Stratagem to shoot at that unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">STAR ENGINES</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible <span class="tooltip00125" data-tooltip-content="#tooltip_content00125" data-tooltip-anchor="#tooltip_content00125"><span class="kwb kwbu">VEHICLE</span></span> unit from your army is selected to make an <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span> <span class="tt kwbu">move</span></span></b>.<br><br><span class="aeText">EFFECT:</span> Until the end of the turn, Ranged weapons equipped by this unit have the <span class="kwb"><span class="tooltip00016" data-tooltip-content="#tooltip_content00016"><span class="tt kwbu">[ASSAULT]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">SUDDEN STRIKE</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeFight"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to fight.<br><br><span class="aeText">EFFECT:</span> Until the end of the phase, each time a model in that unit makes a <a href="/wh40k11ed/the-rules/core-rules/#2.-Pile-In">Pile-in</a> or <b><span class="tooltip00111" data-tooltip-content="#tooltip_content00111"><span class="tt kwbu">Consolidation</span> <span class="tt kwbu">move</span></span></b>, it can move up to 6" instead of up to 3".</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">OPPORTUNITY SEIZED</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an enemy unit ends a <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>.<br><br><span class="aeText">EFFECT:</span> One eligible unit from your army (excluding <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb kwbu">TITANIC</span></span> units) that started the phase within <b><span class="tooltip00005" data-tooltip-content="#tooltip_content00005"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span></b> of that enemy unit can make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span></b> of up to D6+1".</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">FADE BACK</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeShooting"></div></div></div><span class="aeText">TRIGGER:</span> In your opponent’s <a href="/wh40k11ed/the-rules/core-rules/#Shooting-Phase">Shooting phase</a>, just after an enemy unit has shot.<br><br><span class="aeText">EFFECT:</span> One eligible unit from your army (excluding <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb kwbu">TITANIC</span></span> units) that was hit by one or more of those attacks can make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span></b> of up to D6+1".</p></td></tr></tbody></tbody></table></div></div>|
000009894|Battle Focus|In war, as in all things, the Aeldari bring the full might of their intellect, skill and agility to bear upon the task. Coupled with their exceptional technology, this ensures they move with swiftness and grace that is impossible for the foe to match.|DRU|<div class="Columns2"><div class="BreakInsideAvoid">If your Army Faction is Asuryani, at the start of the battle round, you receive a number of Battle Focus tokens based on the battle size, as shown in the table below.<br><br><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(22,105,114);color:rgb(255,255,255);text-align:left;vertical-align:middle;font-size:22px;width:240px;height:0px;"><b>BATTLE SIZE</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none none none;background-color:rgb(22,105,114);color:rgb(255,255,255);text-align:center;vertical-align:middle;font-size:22px;width:240px;height:0px;"><b>BATTLE FOCUS TOKENS</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none none none;text-align:left;vertical-align:middle;font-size:18px;width:240px;height:0px;">Incursion</td><td style="border-width:1px 1px 1px 1px;border-style:none none none none;text-align:center;vertical-align:middle;font-size:18px;width:240px;height:0px;"><b>2</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:dotted none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:240px;height:0px;">Strike Force</td><td style="border-width:1px 1px 1px 1px;border-style:dotted none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:240px;height:0px;"><b>4</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:240px;height:0px;">Onslaught</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:240px;height:0px;"><b>6</b></td></tr></tbody></table></td></tr></tbody></table></div><br></div>Each time one of the triggers shown in the Agile Manoeuvres section below occurs, you can spend one Battle Focus token to enable the relevant eligible unit to perform that Agile Manoeuvre. A unit is eligible to perform an Agile Manoeuvre if it has this ability and has not already performed an Agile Manoeuvre in the same phase. Unless otherwise stated, you cannot trigger the same Agile Manoeuvre more than once per phase. At the end of the battle round, all unspent Battle Focus tokens are lost.</div><br><div style="text-align:center; font-family: 'ConduitITC', arial; font-size: 2em;">AGILE MANOEUVRES</div><div class="Columns2"><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">SWIFT AS THE WIND</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span></span></b>, <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span></span></b> or <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>. You can trigger this Agile Manoeuvre more than once per phase (provided a different unit performs it each time).<br><br><span class="aeText">EFFECT:</span> Until the end of the phase, add 2" to the Move characteristic of models in that unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">FLITTING SHADOWS</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeCharge"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span></span></b>, <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span></span></b> or <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>, is set up on the battlefield, or <b><a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">declares a charge</a></b>.<br><br><span class="aeText">EFFECT:</span> Until the end of the turn, enemy units cannot use the <b><span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Fire</span> <span class="tt kwbu">Overwatch</span></span></b> Stratagem to shoot at that unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">STAR ENGINES</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible <span class="tooltip00125" data-tooltip-content="#tooltip_content00125" data-tooltip-anchor="#tooltip_content00125"><span class="kwb kwbu">VEHICLE</span></span> unit from your army is selected to make an <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span> <span class="tt kwbu">move</span></span></b>.<br><br><span class="aeText">EFFECT:</span> Until the end of the turn, Ranged weapons equipped by this unit have the <span class="kwb"><span class="tooltip00016" data-tooltip-content="#tooltip_content00016"><span class="tt kwbu">[ASSAULT]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">SUDDEN STRIKE</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeFight"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to fight.<br><br><span class="aeText">EFFECT:</span> Until the end of the phase, each time a model in that unit makes a <a href="/wh40k11ed/the-rules/core-rules/#2.-Pile-In">Pile-in</a> or <b><span class="tooltip00111" data-tooltip-content="#tooltip_content00111"><span class="tt kwbu">Consolidation</span> <span class="tt kwbu">move</span></span></b>, it can move up to 6" instead of up to 3".</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">OPPORTUNITY SEIZED</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an enemy unit ends a <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>.<br><br><span class="aeText">EFFECT:</span> One eligible unit from your army (excluding <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb kwbu">TITANIC</span></span> units) that started the phase within <b><span class="tooltip00005" data-tooltip-content="#tooltip_content00005"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span></b> of that enemy unit can make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span></b> of up to D6+1".</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">FADE BACK</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeShooting"></div></div></div><span class="aeText">TRIGGER:</span> In your opponent’s <a href="/wh40k11ed/the-rules/core-rules/#Shooting-Phase">Shooting phase</a>, just after an enemy unit has shot.<br><br><span class="aeText">EFFECT:</span> One eligible unit from your army (excluding <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb kwbu">TITANIC</span></span> units) that was hit by one or more of those attacks can make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span></b> of up to D6+1".</p></td></tr></tbody></tbody></table></div></div>|
000009895|Agile Manoeuvres||AE|<div class="Columns2"><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">SWIFT AS THE WIND</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span></span></b>, <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span></span></b> or <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>. You can trigger this Agile Manoeuvre more than once per phase (provided a different unit performs it each time).<br><br><span class="aeText">EFFECT:</span> Until the end of the phase, add 2" to the Move characteristic of models in that unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">FLITTING SHADOWS</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeCharge"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span></span></b>, <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span></span></b> or <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>, is set up on the battlefield, or <b><a href="/wh40k11ed/the-rules/core-rules/#2.-Charge-Step">declares a charge</a></b>.<br><br><span class="aeText">EFFECT:</span> Until the end of the turn, enemy units cannot use the <b><span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Fire</span> <span class="tt kwbu">Overwatch</span></span></b> Stratagem to shoot at that unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">STAR ENGINES</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible <span class="tooltip00125" data-tooltip-content="#tooltip_content00125" data-tooltip-anchor="#tooltip_content00125"><span class="kwb kwbu">VEHICLE</span></span> unit from your army is selected to make an <b><span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Advance</span> <span class="tt kwbu">move</span></span></b>.<br><br><span class="aeText">EFFECT:</span> Until the end of the turn, Ranged weapons equipped by this unit have the <span class="kwb"><span class="tooltip00016" data-tooltip-content="#tooltip_content00016"><span class="tt kwbu">[ASSAULT]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">SUDDEN STRIKE</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeFight"></div></div></div><span class="aeText">TRIGGER:</span> When an eligible unit from your army is selected to fight.<br><br><span class="aeText">EFFECT:</span> Until the end of the phase, each time a model in that unit makes a <a href="/wh40k11ed/the-rules/core-rules/#2.-Pile-In">Pile-in</a> or <b><span class="tooltip00111" data-tooltip-content="#tooltip_content00111"><span class="tt kwbu">Consolidation</span> <span class="tt kwbu">move</span></span></b>, it can move up to 6" instead of up to 3".</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">OPPORTUNITY SEIZED</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeMovement"></div></div></div><span class="aeText">TRIGGER:</span> When an enemy unit ends a <b><span class="tooltip00069" data-tooltip-content="#tooltip_content00069"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span> <span class="tt kwbu">move</span></span></b>.<br><br><span class="aeText">EFFECT:</span> One eligible unit from your army (excluding <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb kwbu">TITANIC</span></span> units) that started the phase within <b><span class="tooltip00005" data-tooltip-content="#tooltip_content00005"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span></b> of that enemy unit can make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span></b> of up to D6+1".</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td class="td_w"><p style="display:block" class="impact18">FADE BACK</p><p><div class="redDiamondLeft"><div class="bluCircle2"><div class="aeShooting"></div></div></div><span class="aeText">TRIGGER:</span> In your opponent’s <a href="/wh40k11ed/the-rules/core-rules/#Shooting-Phase">Shooting phase</a>, just after an enemy unit has shot.<br><br><span class="aeText">EFFECT:</span> One eligible unit from your army (excluding <span class="tooltip00126" data-tooltip-content="#tooltip_content00126" data-tooltip-anchor="#tooltip_content00126"><span class="kwb kwbu">TITANIC</span></span> units) that was hit by one or more of those attacks can make a <b><span class="tooltip00068" data-tooltip-content="#tooltip_content00068"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span></b> of up to D6+1".</p></td></tr></tbody></tbody></table></div></div>|
000009896|Disparate Paths||AE|When mustering your army, you can include Harlequins units in your army, even though they do not have the Asuryani Faction keyword. Unless otherwise stated, you cannot select <span class="kwb">HARLEQUINS</span> or Ynnari as your Army Faction.|
000009896|Disparate Paths||DRU|When mustering your army, you can include Harlequins units in your army, even though they do not have the Asuryani Faction keyword. Unless otherwise stated, you cannot select <span class="kwb">HARLEQUINS</span> or Ynnari as your Army Faction.|
000009974|Corsairs and Travelling Players||DRU|If your Army Faction is <span class="kwb">DRUKHARI</span>, you can include Harlequins and Anhrathe units in your army, even though they do not have the <span class="kwb">DRUKHARI</span> Faction keyword. The combined points value of <span class="kwb">HARLEQUINS</span> and/or <span class="kwb">ANHRATHE</span> units you can include in your army depends on the battle size, as follows:<br><ul><li><b>Incursion:</b> Up to 250 pts</li><li><b>Strike Force:</b> Up to 500 pts</li><li><b>Onslaught:</b> Up to 750 pts</li></ul><br>No <span class="kwb">HARLEQUINS</span> or <span class="kwb">ANHRATHE</span> models included in your army in this way can be your <span class="kwb">WARLORD</span>, and they cannot be given Enhancements.|
000009994|Thrill Seekers|The Emperor’s Children are skilled warriors all, their transhuman might enhanced by a lifetime of ceaseless conflict. Their ingrained desire for sensation in all its forms sees them move rapidly across the battlefield, flitting between targets as they attempt to satiate their never-ending hunger for fresh experience.|CSM|If your Army Faction is Emperor’s Children, this unit is eligible to shoot and declare a charge in a turn in which it Advanced or Fell Back, but when doing so:<br><ul><li>It cannot target a unit it was within Engagement Range of at the start of the turn.</li><li>It cannot target a unit that was the target of another units charge or attack this phase.</li></ul>|
000009994|Thrill Seekers|The Emperor’s Children are skilled warriors all, their transhuman might enhanced by a lifetime of ceaseless conflict. Their ingrained desire for sensation in all its forms sees them move rapidly across the battlefield, flitting between targets as they attempt to satiate their never-ending hunger for fresh experience.|EC|If your Army Faction is Emperor’s Children, this unit is eligible to shoot and declare a charge in a turn in which it Advanced or Fell Back, but when doing so:<br><ul><li>It cannot target a unit it was within Engagement Range of at the start of the turn.</li><li>It cannot target a unit that was the target of another units charge or attack this phase.</li></ul>|
000009995|Pact of Excess|By enacting the most lurid and excessive acts of ritual violence, the Emperor’s Children may shatter reality itself and summon forth the daemons of Slaanesh.|EC|When mustering your army, unless specifically stated otherwise, you cannot select Legions of Excess as your Army Faction.|
000010071|Pact of Blood|Through acts of frenzied violence and unbound savagery, the World Eaters may open a rent in reality, allowing the daemons of Khorne to spill forth from that infernal domain.|WE|When mustering your army, unless specifically stated otherwise, you cannot select Blood Legions as your Army Faction.|
000010120|Pact of Decay|The daemons of Nurgle are not native to realspace, but instead must be summoned through the rotting veil by way of generous sacrifice and acts of foul worship.|DG|When mustering your army, unless specifically stated otherwise, you cannot select Plague Legions as your Army Faction.|
000010190|Pact of Sorcery|The daemons of Tzeentch are drawn through the barriers of the Warp by rituals of transmutation.|TS|When mustering your army, unless specifically stated otherwise, you cannot select Scintillating Legions as your Army Faction.|
000010256|Curse of the Wulfen|Only while fighting at the side of their battle-brothers can the feral Wulfen control their frenzied aggression.|SM|While this unit is within 6" of one or more friendly Space Wolves Character models (excluding Wulfen models) or within 12" of one or more friendly Wolf Priest models, if it is not Battle-shocked, add 1 to the Objective Control characteristic of Infantry models in it and add 3 to the Objective Control characteristic of Vehicle models in it.|
000010257|Sagas|The battles fought and glorious victories won by the Great Companies of Fenris are retold in mighty sagas.|SM|Each Detachment rule in this book includes a Saga you can complete, with additional effects that apply once you have done so.|
000010258|Sons of Russ|The Great Companies of the Space Wolves are renowned for their ferocity and steadfast loyalty to the Imperium.|SM|<ul><li>If an Adeptus Astartes unit has a second Faction keyword on its datasheet, that Faction keyword is the name of that unit’s Chapter. For example, Ragnar Blackmane has both the <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> and Space Wolves Faction keywords, and is therefore from the Space Wolves Chapter.</li><li>You cannot include units from more than one Chapter in your army.</li><li>If your army uses any of the Detachments from this book, it can include <span class="kwb">SPACE</span> <span class="kwb">WOLVES</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.</li></ul><br><b>Designer’s Note:</b> <i>The rules presented in this section assume that the <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units in your army are from the Space Wolves Chapter, but they can also be used to represent any Space Wolves successor Chapter, such as one described in the background section of this book, or even one of your own invention. However, players who wish to faithfully recreate the Space Wolves Chapter on the tabletop should only include Space Wolves Epic Heroes if their collection is intended to represent the First Founding Chapter itself; Logan Grimnar is the Great Wolf of the Space Wolves, for example, and not of any of their successors.</i>|
