faction_id|name|id|cost|detachment|detachment_id|upgrade|legend|description|support_leader|
NEC|Relocational Optimiser|000010891002|25|The Phaeron's Armoury|000001193|false|Subtle transplanar optics allow this war leader to peer through the energy veil of a Monolith’s eternity gate and dissect the defences and weaknesses of the enemies beyond it. This ensures their emergence from the portal is as grandly bloody and spectacular as possible.|NECRONS model only. When this unit is selected to shoot, if this unit was set up using a Monolith’s <b>Eternity Gate</b> ability this turn, this unit’s ranged attacks have:<br><ul><li>[LETHAL HITS].</li><li><u>Or:</u> [SUSTAINED HITS 1].</li></ul>||
NEC|Mindshackle Scarabs|000009588003|0|Tomb Ship Complement|000000959|false|Mindshackle scarabs burrow into the brains of a living host and wrest control of their faculties.|CRYPTEK model only. In your Command phase, select one enemy unit within 12" of and visible to the bearer. That enemy unit must take a Leadership test, subtracting 1 from the result: if failed, until the start of your next Command phase, subtract 2" from the Move characteristic of models in that enemy unit and subtract 2 from Advance and Charge rolls made for it.||
NEC|Impromptu Translocation|000009604003|0|Canoptek Harvesters|000000961|false|Many Necrons make use of dimensional translocation technology to traverse the battlefield. This miniaturised translocator allows a Cryptek to make a single dimensional leap, taking them out of harm’s way.|Once per battle, after the bearer has shot, it can make a Normal move of up to 6".||
NEC|Domineering Presence|000009596003|0|Deranged Outcasts|000000960|false|This monstrous Lord has long transcended their limiting Necron form and been wrought anew as a monstrously intimidating killing machine.|In your opponent’s Command phase, at the start of the Battle-shock step, select one enemy unit within 3" of the bearer; that enemy unit must take a Battle-shock test. When doing so, if that enemy unit is Below Half-strength, subtract 1 from that test. This Enhancement cannot cause a unit to take two Battle-shock tests in the same phase.||
NEC|Quantum Goad|000010672003|45|Pantheon of Woe|000001129|false|The energies of this binding latch onto enemy targets and shunt the shard into alignment with them.|C’tan Shard of the Nightbringer model only. This model is eligible to declare a charge in a turn in which it Advanced.||
NEC|Hyperphasic Fulcrum|000008546003|15|Canoptek Court|000000816|false|With this small orb, its surface shimmering in fractal hues and shifting in multidimensional facets, a Cryptek can bypass the ancient security protocols placed upon the areas dormant machineries. Esoteric data and unusual strands of energy can be accessed, the orb acting as a skeleton key to greater power.|CRYPTEK model only. While the bearer is leading a unit, if that unit is wholly within your army’s Power Matrix, each time a model in that unit makes an attack, re-roll a Wound roll of 1.||
NEC|Nether-realm Casket|000008372003|20|Awakened Dynasty|000000756|false|Clouds of hyper-dense particles billow from this small artefact, to obscure and shield the bearer from the foe.|<span class="kwb">NECRONS</span> model only. While the bearer is leading a unit, models in that unit have the Stealth ability.||
NEC|Tools of Dominion|000010883003|15|Hand of the Dynasty|000001191|true|Nobles are not above expending additional resources to improve the armaments of their more valuable soldiery.|IMMORTALS unit only. This unit’s ranged attacks have [RAPID FIRE 1].||
NEC|Miniaturised Nebuloscope|000009749003|15|Starshatter Arsenal|000000985|false|Feeding vampirically on datastreams from the dynasty’s war engines, this device enables its owner to track enemies through multiple dimensions, leaving them no hiding place.|<span class="kwb">NECRONS</span> model only. Ranged weapons equipped by models in the bearer’s unit have the [IGNORES COVER] ability.||
NEC|Arisen Tyrant|000008554003|25|Hypercrypt Legion|000000818|false|This ancient being will suffer no threats to their rule, stepping imperiously from twisting nightmare dimensions to annihilate any who dare to oppose them.|<span class="kwb">NECRONS</span> model only. Each time a model in the bearer’s unit makes an attack, re-roll a Hit roll of 1. If the bearer’s unit was set up on the battlefield this turn, you can re-roll the Hit roll instead.||
NEC|Mortality Shroud (Aura)|000010891003|10|The Phaeron's Armoury|000001193|true|Projecting a subtly tailored weave of spiritual entropy fields, antiphotons and infrasonic oppression waves, this war engine projects a sense of ominous dread and impending death like a shadow before it.|OBELISK unit only. In your opponent’s Battle-shock step, if an enemy unit within 8" of this unit is below <b>starting strength</b>, that enemy unit makes a battle-shock roll.||
NEC|Deepening Madness|000010887003|20|Skyshroud Spearhead|000001192|true|Like some echo of the Nekrosor’s own murder‑madness, a coldly efficient kill‑frenzy grips these Lokhust Destroyers so that – even as they streak into battle – they lay down one ferocious volley of fire after another.|DESTROYER CULT MOUNTED unit only. This unit’s ranged attacks have [ASSAULT].||
NEC|Murdermind|000010668003|15|Cursed Legion|000001128|false|Consumed by the Destroyer madness, this Cryptek’s powerful intellect is turned entirely toward killing.|CRYPTEK model only. The bearer has the DESTROYER CULT keyword. Add 3" to the Move characteristic of the bearer.|<span class="kwb">SUPPORT:</span> <a class="kwbOne" href="/wh40k11ed/factions/necrons/Skorpekh-Destroyers"><span class="kwb kwbo">SKORPEKH</span> <span class="kwb kwbo">DESTROYERS</span></a>, <a class="kwbOne" href="/wh40k11ed/factions/necrons/Lokhust-Destroyers"><span class="kwb kwbo">LOKHUST</span> <span class="kwb kwbo">DESTROYERS</span></a>, <a class="kwbOne" href="/wh40k11ed/factions/necrons/Ophydian-Destroyers"><span class="kwb kwbo">OPHYDIAN</span> <span class="kwb kwbo">DESTROYERS</span></a>, <a class="kwbOne" href="/wh40k11ed/factions/necrons/Lokhust-Heavy-Destroyers"><span class="kwb kwbo">LOKHUST</span> <span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">DESTROYERS</span></a>|
NEC|Unflinching Will|000008550003|20|Obeisance Phalanx|000000817|false|With sheer will this noble drives their warriors into battle against the most malevolent foes. Not from pretenders to nobility, nor marauding beasts, nor titanic machineries will this noble turn; they have faced greater horrors during their long existence.|OVERLORD model only. The bearer’s melee weapons have the [PRECISION] and [ANTI-INFANTRY 5+] abilities.||
NEC|Ingrained Superiority|000008543003|5|Annihilation Legion|000000815|false|An immortal destroyer, this war leaders every victim is etched irrevocably into their cognitive engrams. Every weakness they ever overcame is recalled, frailties they can exploit on each new battlefield.|<span class="kwb">NECRONS</span> model only. Each time a model in the bearer’s unit makes an attack, on a Critical Wound, improve the Armour Penetration characteristic of that attack by 1.||
NEC|Atomic Disintegrators|000010664003|10|Cryptek Conclave|000001127|false|Energy lenses project in a web from a central node borne by the Cryptek, coalescing about Necron weapon systems and focusing their power still further.|Cryptek model only. In your Shooting phase, each time the bearer’s unit is selected to shoot, when selecting an ability for the Technosorcerous Augmentations Detachment rule, you can also select from the following abilities: [ANTI-MONSTER 5+], [ANTI-VEHICLE 5+].||
NEC|Portal Transmuter|000010735003|0|Harbinger Cabal|000001140|false|With a gesture, the bearer of this device can cosmically link one doorway to somewhere else entirely.|Once per turn, when the bearer ends a Normal, Advance or Fall Back move within 3" of an open Hatchway or when the bearer opens a Hatchway, it can, before any units decide if they wish to fire Overwatch, use this ability. If it does, remove the bearer from the battlefield and set it back up on the battlefield wholly within 3" of another open Hatchway and not within Engagement Range of one or more enemy units. When doing so, if the bearer cannot be set back up on the battlefield, it is destroyed.||
NEC|Hyperspatial Transfer Node|000008554004|15|Hypercrypt Legion|000000818|false|Wound with filaments of temporal circuitry, this amulet enables the bearer to accelerate themselves and their closest guardians in stuttering bursts of compressed time.|<span class="kwb">NECRONS</span> model only. Each time the bearer’s unit Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6" to the Move characteristic of models in the bearer’s unit.||
NEC|Animus Damper|000010672004|35|Pantheon of Woe|000001129|false|This device bleeds off the Void Dragon shard’s energies and earths them violently through nearby machines.|C’tan Shard of the Void Dragon model only. Once per turn, at the start of your opponent’s Shooting phase, select one enemy <span class="kwb">VEHICLE</span> unit visible to the bearer. That unit must take a Leadership test. Until the end of the phase, each time a model in that unit makes an attack, subtract 1 from the Hit roll and, if that Leadership test was failed, subtract 1 from the Wound roll as well.||
NEC|Autodivinator|000008546004|15|Canoptek Court|000000816|false|This cryptogeometric puzzle box harbours a chronoscarab. The tiny construct creeps forward in time along temporal webs before hauling back a captured net of future moments. Its master can scry these wriggling futures to predict their foe’s strategies, using the knowledge to develop new counter-tactics to ambush the attackers.|CRYPTEK model only. Each time your opponent gains a CP as the result of an ability, roll one D6: on a 2+, you also gain 1CP.||
NEC|Warrior Noble|000008550004|15|Obeisance Phalanx|000000817|false|This dynastic scion is an expert in the arts of martial excellence, and their living metal form has been enhanced by their Crypteks. With effortless arrogance, they and their guardians parry or contemptuously swat aside the strikes of those they see as their lessers.|OVERLORD model only. Each time a melee attack targets the bearer’s unit, subtract 1 from the Hit roll.||
NEC|Phasal Subjugator (Aura)|000008372004|35|Awakened Dynasty|000000756|false|This engraved sigil-circuitry transforms the fierce will of the bearer into a surging lash across every phasal state.|<span class="kwb">NECRONS</span> model only. While a friendly <span class="kwb">NECRONS</span> unit (excluding CHARACTER units) is within 6" of the bearer, each time a model in that unit makes an attack, add 1 to the Hit roll.||
NEC|Demanding Leader|000009749004|10|Starshatter Arsenal|000000985|false|This Necron noble is a master of rapid warfare, commanding armoured columns with great precision.|<span class="kwb">NECRONS</span> model only. In your Command phase, select one friendly Necrons Vehicle or Necrons Mounted unit (excluding Titanic units) within 6" of the bearer. Until the start of your next Command phase, that unit is eligible to shoot in a turn in which it Fell Back.||
NEC|Mark of the Nekrosor|000010668004|20|Cursed Legion|000001128|false|The malevolent madness of Ammentar itself burns in the minds of this warrior and their comrades.|Destroyer Cult model only. Each time a model in the bearer’s unit makes an attack, add 1 to the Hit roll.||
NEC|Soulless Reaper|000008543004|15|Annihilation Legion|000000815|false|This deathly killer exudes a soul-sapping presence, the promise of lifes’ end so explicit in their chilling gaze that few can muster the strength of will to evade it.|DESTROYER CULT model only. Each time an enemy unit within Engagement Range of the bearer’s unit is selected to Fall Back, roll one D6: on a 3+, that unit cannot Fall Back this phase and must Remain Stationary.||
NEC|Gauntlet of Compression|000010664004|20|Cryptek Conclave|000001127|false|Clinging to the bearer’s hand like a glove woven from shadow, this strange device folds space-time with a single gesture, momentarily compressing the relative distance between Necron weapons and their targets.|<span class="kwb">NECRONS</span> model only. Add 6" to the Range characteristic of ranged weapons equipped by models in the bearer’s unit.||
NEC|Osteoclave Fulcrum|000008554005|20|Hypercrypt Legion|000000818|false|This hypermaterial key unlocks portals between transpatial dimensions embedded into a tomb’s architecture. Through such limitless doorways, the Necrons can pursue their quarry wherever they hide.|<span class="kwb">NECRONS</span> model only. Models in the bearer’s unit have the Deep Strike ability.||
NEC|Enaegic Dermal Bond|000008372005|30|Awakened Dynasty|000000756|false|The bearers living metal mantle is bonded to mirror versions of itself across many dimensional thresholds.|<span class="kwb">NECRONS</span> model only. The bearer has the Feel No Pain 4+ ability.||
NEC|Reletavistic Tether|000010672005|40|Pantheon of Woe|000001129|false|This binding uses atomic resonance magnetism to compel the shard into the midst of the foe.|Transcendent C’tan model only. In your turn, when this unit makes an ingress/advance move using its Transdimensional Displacement ability, this unit can end that move more than 6" horizontally from all enemy units (instead of more than 8"). When this unit ends that move within 8" of an enemy unit, this unit is not eligible to declare a charge until the end of the turn.||
NEC|Gravitic Bolas|000010664005|15|Cryptek Conclave|000001127|false|Projected from the bearer’s staff as a secondary energistic emission, these solid-state electroshackles bind and trammel their victims in crackling fetters.|Cryptek model only. In your Shooting phase, after the bearer has shot, select one enemy unit hit by one or more of those attacks (excluding <span class="kwb">TITANIC</span> units); until the start of your next turn, that enemy unit is pinned. While a unit is pinned, subtract 2 from that unit’s Move characteristic and subtract 2 from Charge rolls made for that unit.||
NEC|Eldritch Nightmare|000008543005|10|Annihilation Legion|000000815|false|Atavistic fears are summoned from the pits of nightmare and thrust into the minds of all foes near this metal-skinned horror.|DESTROYER CULT model only. At the start of the Fight phase, each enemy unit within Engagement Range of the bearer must take a Battle-shock test.||
NEC|Eternal Conqueror|000008550005|25|Obeisance Phalanx|000000817|false|This insatiable subjugator sees all before them as theirs for the taking by ancient right of conquest. They wield their legion like an iron gauntlet, using it to seize the battlefield in a demonstration of their power and strength, daring others to try taking it from them.|OVERLORD model only. Each time a model in the bearer’s unit makes an attack that targets an enemy unit within range of an objective marker, you can re-roll the Hit roll.||
NEC|Cursed Circlet|000010668005|25|Cursed Legion|000001128|false|This band of living metal sinks into the bearer’s brow and floods their neural cortex with a murderous urge.|Destroyer Cult model only. In your opponent’s Shooting phase, when an enemy unit has shot, if a model in this unit was destroyed by those attacks, this unit can make a surge move of up to D6".||
NEC|Chrono-impedance Fields|000009749005|25|Starshatter Arsenal|000000985|false|When activated, this device wreathes dynastic craft in a time-dilation field that reduces the force of incoming blows and shots.|<span class="kwb">NECRONS</span> model only. In your Command phase, select one friendly Necrons Vehicle or Necrons Mounted unit (excluding Titanic units) within 6" of the bearer. Until the start of your next Command phase, each time an attack is allocated to a model in that unit, subtract 1 from the Damage characteristic of that attack.||
NEC|Metalodermal Tesla Weave|000008546005|10|Canoptek Court|000000816|false|This microsilicate weave generates a cyclical electrostatic overload that, providing its user triggers it in time, sends arcing lightning leaping out to roast onrushing attackers.|CRYPTEK model only. Once per phase, when an enemy unit selects the bearer’s unit as a target of a charge, roll one D6: on a 2-5, that enemy unit suffers D3 mortal wounds; on a 6, that enemy unit suffers 3 mortal wounds.||
ORK|Ferocious Show-off|000008881002|15|Green Tide|000000856|false|This brutal fighter is even more dangerous with a raucous audience of chanting Orks, as he displays his violent abilities as a warning to all.|Orks Infantry model only. This model’s melee attacks have:<br><ul><li>+1 <b>A</b>.</li><li><u>Or:</u> If this unit has 11+ models, +2 <b>A</b>.</li></ul>||
ORK|Living Battering Ram|000009615002|0|Ramship Raiders|000000963|false|There is something uniquely terrifying to the foe about a nine-foot-tall, four-hundred-pound Ork who prefers to open hatchways with their head while running full tilt and bellowing like a battle tank.|Each time the bearer attempts to operate a closed Hatchway, your opponent cannot try to prevent it. In addition, each time the bearer opens a Hatchway, each enemy unit within 6" of that Hatchway and wholly on the opposite side of it from the bearer must take a Battle-shock test.||
ORK|Targetin' Gizmos|000010799002|10|Blitz Brigade|000001152|true|These sparkly optiks and other elaborate gitfindas help focus a wagon’s dakka, but it takes a really clever Mek to know how to work them.|Wagon unit only. While a Big Mek model is embarked within this unit:<br><ul><li>This unit’s ranged attacks have [Ignores Cover].</li><li>If this unit is riled up, this unit’s ranged attacks have [Sustained Hits 1].</li></ul>||
ORK|Flyboss|000011151002|20|Flyboyz|000001227|true|Brutish aces who have survived enough dogfights to rise to positions of superiority, Flybosses inspire other Ork aviators to heights of psychotic enthusiasm.|Orks Aircraft unit only.<br><ul><li>This unit has <span class="kwb">CHARACTER</span>.</li><li>When this unit ends an ingress move, each friendly Orks Aircraft/Deffkoptas unit within 6" of this unit is riled up until the start of your next turn.</li></ul>||
ORK|Da Krunch|000011155002|10|Wurrband|000001228|false|Roiling energies frequently erupt from this Weirdboy’s eyes, solidifying above the enemy into the huge green foot of Gork (or Mork) himself, which repeatedly stamps on the foe.|Orks Psyker model only. This model has the following weapon.||
ORK|Mekwaaagh! Mastermind|000011144002|30|Madcap Meks|000001225|false|This Big Mek’s obsession with feverish inventing and his dreams of ludicrous technological destruction are infectious, inspiring other Orks to excitable aggression.|Big Mek model only. This unit is riled up.||
ORK|Kaptin's Hat|000011132002|25|Wreckas|000001222|false|This impressively ostentatious piece of headgear signifies that whoever nicked it last controls a fleet of kroozers and invasion landers, ideal for the rapid redeployment of loot-hungry Orks.|Big Mek/Warboss Infantry model only. When both players have deployed their armies, you can redeploy up to three friendly Orks Infantry units. When doing so, you can set those units up in strategic reserves, regardless of how many units are already in strategic reserves.|<span class="kwb">LEADER:</span> <a class="kwbOne" href="/wh40k11ed/factions/orks/Flash-Gitz"><span class="kwb kwbo">FLASH</span> <span class="kwb kwbo">GITZ</span></a>|
ORK|Glory Hog|000008868002|25|Da Big Hunt|000000853|false|When bigger prey is sighted, nothing can keep this hunter from it. With a roar of glee, lesser gitz are swiftly forgotten in his enthusiasm to pile into a greater challenge.|Beast Snagga model only. When this unit is selected to make a fall-back move, that <b>fall-back move</b> does not prevent this unit from being eligible to declare a charge.||
ORK|Kill Kommanda|000009795002|20|Taktikal Brigade|000000995|false|Possessed of exceptional kunnin’ and a weird obsession with sneakin’ about, this powerful Ork leader loves nothing more than creeping through enemy defences before carving a bloody path through their lines.|Big Mek/Warboss Infantry model only. While this model is part of an attached unit, this model has:<br><ul><li>Infiltrators.</li><li>Stealth.</li></ul>|<span class="kwb">LEADER:</span> <a class="kwbOne" href="/wh40k11ed/factions/orks/Kommandos"><span class="kwb kwbo">KOMMANDOS</span></a>|
ORK|Supa-glowy Fing|000011140002|25|Shoota Boyz|000001224|false|The Mek who cobbled together this strange dakka accelerator isn’t sure exactly what it does - and it glows weirdly - but its new owner proudly carries it to battle, eager to know what its big switch will do this time.|Orks Infantry model only (excluding Weirdboy models). This model’s ranged attacks have:<br><ul><li>[Anti-Infantry 4+].</li><li>[Devastating Wounds].</li><li><span class="kwb">[SUPA-HAZARDOUS]</span>.</li></ul><br><span class="kwb">[SUPA-HAZARDOUS]</span>: Each time a unit is selected to shoot, after that unit has resolved all of its attacks, make two hazard rolls for that unit for each <span class="kwb">[SUPA-HAZARDOUS]</span> weapon you selected in the Select Weapons step.||
ORK|Surly as a Squiggoth|000011148002|25|Brute Bosses|000001226|false|With a lifetime of picking fights with the galaxy’s most lethal fighters behind him, and a gnarled hide thicker than Battlewagon armour, this Ork has survived blows that would fell an Ambull.|Infantry Warboss model only. (Once per battle, per army) At the end of a phase in which this model is destroyed, roll one D6:<br><ul><li>On a 2+, set this model back up on the battlefield as close as possible to where it was <b>destroyed</b>, unengaged, with 3 wounds remaining.</li></ul>||
ORK|Headwoppa's Killchoppa|000008367002|15|War Horde|000000852|false|Tribal legend speaks of a blood-slick choppa once owned by Grand Warboss Headwoppa - last seen charging headlong into a horde of daemons - that turns up occasionally across the galaxy in different forms. Though it looks normal, a dark voice is said to growl in the mind of the weapon’s wielder, driving them on to ever greater excesses of violence.|<span class="kwb">ORKS</span> model only. If this unit made a charge move this turn, this model’s melee attacks have +1 AP.||
ORK|Smoky Gubbinz|000008872002|10|Kult of Speed|000000854|true|These loud, fume-belching devices wreathe those in the Speed Freeks’ wake in a thick bank of obscuring smoke.|Speed Freeks unit only (excluding Aircraft units). When an attack targets a unit that is not fully visible to the attacking model because of a model in this unit, the target has the benefit of cover against that attack.||
ORK|Extra Sneaky|000011136002|10|Runt Swarm|000001223|true|A lifetime of evading the attentions of Orks and even other runts has honed these Grots’ sneakiness to preternatural levels.|Gretchin unit only. This unit has -3" detection range.||
ORK|Tellyporta|000009623002|0|Kaptin Killers|000000964|false|Employing madcap tellyporta arrays, Ork Meks can beam massively armoured Nobz through the warp and onto an enemy vessel, much to the horror of the defenders.|In the Deploy Armies step, select one MEGANObz unit from your army. Until the end of the battle, models in that unit have the Deep Strike ability.||
ORK|Cybork Boosta|000008877002|10|Dread Mob|000000855|false|This Mek’s extra bioniks help him keep up with his Kans.|Big Mek/Mek model only. This model has +2" <b>M</b>.||
ORK|Wimp-kickaz|000008885002|15|Bully Boyz|000000857|true|Any snivelling gitz attempting to back away from a good fight with these arrogant Nobz get a good kicking to see them on their way.|Nobz unit only. When an enemy unit engaged with this unit is selected to make a fall-back move:<br><ul><li>That enemy unit must select the desperate escape mode.</li><li>If this unit is riled up, that enemy unit has -1 to the hazard rolls made for that <b>desperate escape</b>.</li></ul>||
ORK|Impulsive Recon|000011151003|15|Flyboyz|000001227|true|Despite claims of scoutin’, this aircraft’s screaming dive ahead of its pilot’s mates is purely for the thrill of attacking first.|Orks Aircraft unit only. In your first Movement phase, this unit can make an ingress move.||
ORK|'Eadbanger|000011155003|15|Wurrband|000001228|false|Known for yelling ‘Kop dis, ya zogger!’ at his chosen target beforehand, this Weirdboy is in the habit of projecting a bolt of raw power from his forehead which splatters the victim’s brains across a wide area.|Orks Psyker model only. This model has the following weapon.||
ORK|It Came from da Drops|000008868003|20|Da Big Hunt|000000853|false|The monstrous resilience - and odour - of this Beastboss’ hulking mount has inspired many lurid tales of its origin.|Beastboss on Squigosaur model only. This model has +1 <b>T</b>.||
ORK|Boss Boomer|000010799003|10|Blitz Brigade|000001152|true|Fitted with speakin’ tubes linked to deafening projectors, this noisy ride allows an important Ork to boss his ladz around while on the move.|Wagon unit only. While a Warboss model is embarked within this unit, this unit has that <span class="kwb">WARBOSS</span> model’s <b>Intimidating Motivation</b>/<b>Keep Huntin’</b> ability.||
ORK|Supa-snazz Dakka|000011132003|20|Wreckas|000001222|true|Coils of sparking wires, unstable propellant and throbbing power cells are just some of the extras which Flash Gitz rivet onto their snazzguns to kill the enemy in more over-the-top ways.|Flash Gitz unit only. This unit’s Snazzgun weapons have [Rapid Fire 1].||
ORK|'Ardboyz|000008881003|25|Green Tide|000000856|true|Orks with enough teef - or muscle - can acquire extra scrap iron plates collectively referred to as ‘eavy armour, which is battered into shape so that it roughly fits the wearer.|Boyz unit only. This unit has 4+ <b>Sv</b>.||
ORK|Dreadherder|000008877003|20|Dread Mob|000000855|false|This Mek is deft at avoiding his creations’ feet and klaws.|Big Mek model only. While this model is within 3" of a friendly Orks Walker unit (excluding <span class="kwb">BIG</span> <span class="kwb">MEK</span> units):<br><ul><li>This model has Lone Operative. </li><li>In your Shooting phase, you can select one friendly <span class="kwb">ORKS</span> <span class="kwb">WALKER</span> unit within 3" of this model. That unit’s attacks can re-roll hit rolls of 1 until the end of the turn.</li></ul>||
ORK|Brutal But Kunnin'|000011148003|30|Brute Bosses|000001226|false|What tactics occasionally pop into this Ork’s head revolve purely around how hard he needs to wallop his enemies to send their skulls flying.|Warboss model only. This model’s melee attacks have +1 <b>D</b>.||
ORK|Scarred Brute|000009615003|0|Ramship Raiders|000000963|false|A veteran of many boarding actions, this monstrous Ork has been shot, stabbed and ejected into hard vacuum many times, and has all the toughened scarring and bionik wotnots to show for it.|The bearer has the Feel No Pain 5+ ability.||
ORK|Targetin' Squigs|000011140003|20|Shoota Boyz|000001224|false|With a couple of these boggle-eyed varieties of Squigs on hand, even Ork shooting has a chance of hitting distant targets, helped by squinting really hard.|Big Mek/bigBoss/Warboss model only. This unit’s ranged attacks (excluding [Torrent] attacks) have +3" <b>R</b>.||
ORK|Throat-slittas|000009795003|15|Taktikal Brigade|000000995|true|Veterans of the relatively organised butchery of well-protected targets, these distrusted Orks make excellent forward assassins.|Kommandos/Stormboyz unit only. This unit’s melee attacks have [Lethal Hits: non-Monster/Vehicle].||
ORK|Tellyporta Boss|000008885003|20|Bully Boyz|000000857|false|This Ork has bullied his way into possession of a mostly functional tellyporta pad, and has so far survived being thrown through the Warp towards the best fights.|Mega Armour model only. This unit (excluding Vehicle units) has Deep Strike.||
ORK|Da Boss is Watchin'|000008367003|25|War Horde|000000852|false|This war leader is a glowering incarnation of violence, his brutality so contagious that when he bellows his blind fury and releases his pent-up aggression, Orks nearby are excitedly swept along with him.|<span class="kwb">ORKS</span> model only. (Once per battle, per army) In your Movement phase, you can use this ability. If you do, this unit is riled up until the start of your next turn.||
ORK|Minefield Detail|000011136003|10|Runt Swarm|000001223|true|Rebellious, lazy or just plain unlucky Gretchin are driven into dangerous vanguard duties. These runts scarper forward with the hope of making it through as quickly as possible.|Gretchin unit only. While this unit is not embarked, this unit has Scouts 6".||
ORK|Competitive Streak|000008872003|15|Kult of Speed|000000854|false|This Speedboss despises the thought of coming anything less than first in a race to reach the biggest fights.|Deffkilla Wartrike model only. This unit can re-roll charge rolls.||
ORK|Temperamental Shokka|000011144003|20|Madcap Meks|000001225|true|Shokk attack guns are notoriously unreliable, and even with a supposedly enhanced set of worky bits, this Big Mek is never certain what will happen when he sets the thing off.|Big Mek with Shokk Attack Gun model only. In your Shooting phase, when this unit is selected to shoot, you can roll one D6:<br><ul><li>On a 1, this model’s Shokk Attack Gun weapon has [Torrent], and when this unit has shot, this model is destroyed.</li><li>On a 2-5, this model’s Shokk Attack Gun weapon has +1 <b>A</b>.</li><li>On a 6, this model’s Shokk Attack Gun weapon has [Sustained Hits 2].</li></ul>||
ORK|Gnasher Squig Crates|000009623003|0|Kaptin Killers|000000964|false|This Warboss has ordered his ladz to bring armoured crates of vicious gnasher squigs aboard. Upended into strategically vital areas, they create a dangerous infestation that enemies will struggle to remove.|WARbOSS model only. In your Command phase, you can select one NObz or MEGANObz unit from your army (excluding Battle-shocked units) that is within 6" of the bearer and is within range of an objective marker. If there are no enemy models within range of that objective marker, it is Secured by your army.||
ORK|Blitzboss|000011148004|20|Brute Bosses|000001226|false|It is said this Ork bleeds Squig oil and his growl is that of a revving engine. Certainly any vehicle he rides to war seems to respond powerfully to his presence.|Warboss model only. A transport unit (excluding Walker units) this unit is embarked within has:<br><ul><li>+2" <b>M</b>.</li><li>5+ InSv.</li></ul>||
ORK|Warphead|000011155004|25|Wurrband|000001228|false|Where most Weirdboyz would quite like to be left alone, so-called Warpheads become addicted to the danger, intentionally supercharging their tortured minds and revelling in venting dangerously unpredictable powers.|Orks Psyker model only. This model:<br><ul><li>Has <b>psyker level 2</b>.</li><li>Has Deadly Demise D6.</li><li>Can re-roll <b>psychic rolls</b>.</li></ul>||
ORK|Enhanced Runt-maw|000011144004|10|Madcap Meks|000001225|true|These kustom jobs incorporate an oversized suction device, drawing in nearby runts aplenty, as well as Squigs, loose scrap, and even poorly fastened pieces of the gun itself. The Mek’s targets - those that survive - end up infested with countless screeching Snotlings.|Big Mek with Shokk Attack Gun model only. When this unit has shot, select one enemy unit hit by those attacks. That unit is <b>infested with Snotlings</b> until the start of your next turn.<br><ul><li>While an enemy unit is <b>infested with Snotlings</b>, that unit has -1 to leadership rolls.</li></ul>||
ORK|Kunnin' But Brutal|000008367004|20|War Horde|000000852|false|Feigning weakness, this Ork allows his foes to think he’s legging it before suddenly piling back into the fight and delivering a brutal flurry of attacks.|<span class="kwb">ORKS</span> model only. When this unit is selected to make a fall-back move, that fall-back move does not prevent this unit from being eligible to shoot/declare a charge.||
ORK|Follow Me Ladz|000008367005|20|War Horde|000000852|false|Always found at the forefront of an assault, this Ork likes to be the first into the fray with his mob close on his heels to join in the violence.|<span class="kwb">ORKS</span> model only. This unit has +2" <b>M</b>.||
ORK|Proper Killy|000011148005|15|Brute Bosses|000001226|false|This unstoppable brute is an engine of destruction whose welts of scars have been won in countless victories.|Warboss model only. This model can re-roll hit rolls of 1.||
ORK|Morgog's Finkin' Cap|000011148006|50|Brute Bosses|000001226|false|Thanks to the tangle of stolen empyric electrodes wired into this helmet, a powerful Ork wearing it is capable of thinking a little further ahead than his next fight.|Warboss model only. (Once per battle, per army) At the end of your opponent’s Movement phase, if this unit is unengaged, this unit can make a normal move of:<br><ul><li>Up to D6".</li><li>If this unit is riled up, you can re-roll that D6.</li></ul>||
ORK|Da Gobshot Thunderbuss|000011148007|20|Brute Bosses|000001226|false|Firing gold-plated teef as its unconventional ammunition, da Gobshot Thunderbuss proclaims its owner’s obscene wealth even as it sweeps away swathes of enemies.|Warboss model only. This model has the following weapon:||
QI|Bearer of the Iron Chalice|000010493002|20|Valourstrike Lance|000001106|false|Deep within the Knight’s chassis is an ancient STC artefact. The device communes with its weakened machine spirit kin, bolstering their resolve to endure.|<span class="kwb">IMPERIAL</span> <span class="kwb">KNIGHTS</span> model only. At the end of your Movement phase, select one other <span class="kwb">IMPERIAL</span> <span class="kwb">KNIGHTS</span> model from your army that is within 12" of and visible to the bearer. That selected model regains up to D3 lost wounds, or up to 3 lost wounds if your army is Honoured.||
QI|Acquisitor-at-Arms|000010497002|15|Gate Warden Lance|000001107|false|This stern Noble serves their household by seizing territories and domains deemed the property of their lord. They are a grim and fearsome agent who inspires their charges with an unwillingness to relent.|<span class="kwb">IMPERIAL</span> <span class="kwb">KNIGHTS</span> model only. While the bearer is on your defensive line and there are no enemy units on your defensive line, add the bearers Objective Control characteristic to that of each model affected by the bearers Bondsman ability.||
QI|Blessed Plate|000011004002|30|Dominus Foebreakers|000001219|false|Some of this Knight’s hull plates are revered antiques, dating back millennia; their durability is a testament to the secrets of construction now lost to the mists of time.|IMPERIAL KNIGHTS DOMINUS model only. This model has +1 <b>T</b>.||
